PRO_COM_T,comune,COD_PROV,COD_REG,pop_totale,pop_0_14,pop_15_64,pop_65_plus,pop_male,pop_female,indice_vecchiaia,indice_dipendenza,pct_giovani,pct_anziani,rapporto_mascolinita
017126,Orzivecchi,17,3,2517,304,1635,578,1286,1231,190.1,53.9,12.1,23.0,104.5
017127,Ospitaletto,17,3,14969,2188,9925,2856,7623,7346,130.5,50.8,14.6,19.1,103.8
017128,Ossimo,17,3,1439,144,918,377,731,708,261.8,56.8,10.0,26.2,103.2
017129,Padenghe sul Garda,17,3,4912,583,3194,1135,2359,2553,194.7,53.8,11.9,23.1,92.4
017130,Paderno Franciacorta,17,3,3667,417,2405,845,1843,1824,202.6,52.5,11.4,23.0,101.0
017131,Paisco Loveno,17,3,164,14,90,60,86,78,428.6,82.2,8.5,36.6,110.3
017132,Paitone,17,3,2248,259,1519,470,1164,1084,181.5,48.0,11.5,20.9,107.4
017133,Palazzolo sull'Oglio,17,3,20603,2665,13498,4440,10445,10158,166.6,52.6,12.9,21.6,102.8
017134,Paratico,17,3,5023,664,3335,1024,2525,2498,154.2,50.6,13.2,20.4,101.1
017135,Paspardo,17,3,576,62,316,198,301,275,319.4,82.3,10.8,34.4,109.5
017136,Passirano,17,3,6842,743,4399,1700,3367,3475,228.8,55.5,10.9,24.8,96.9
017137,Pavone del Mella,17,3,2717,339,1716,662,1352,1365,195.3,58.3,12.5,24.4,99.0
017138,San Paolo,17,3,4490,585,2912,993,2247,2243,169.7,54.2,13.0,22.1,100.2
017139,Pertica Alta,17,3,549,54,325,170,291,258,314.8,68.9,9.8,31.0,112.8
017140,Pertica Bassa,17,3,543,54,324,165,274,269,305.6,67.6,9.9,30.4,101.9
017141,Pezzaze,17,3,1419,127,891,401,730,689,315.7,59.3,8.9,28.3,106.0
017142,Pian Camuno,17,3,4826,683,3195,948,2447,2379,138.8,51.0,14.2,19.6,102.9
017143,Pisogne,17,3,7901,873,4889,2139,3873,4028,245.0,61.6,11.0,27.1,96.2
017144,Polaveno,17,3,2531,292,1602,637,1289,1242,218.2,58.0,11.5,25.2,103.8
017145,Polpenazze del Garda,17,3,2735,278,1774,683,1365,1370,245.7,54.2,10.2,25.0,99.6
017146,Pompiano,17,3,3755,496,2339,920,1882,1873,185.5,60.5,13.2,24.5,100.5
017147,Poncarale,17,3,5192,606,3455,1131,2576,2616,186.6,50.3,11.7,21.8,98.5
017148,Ponte di Legno,17,3,1756,187,1056,513,857,899,274.3,66.3,10.6,29.2,95.3
017149,Pontevico,17,3,7131,818,4481,1832,3408,3723,224.0,59.1,11.5,25.7,91.5
017150,Pontoglio,17,3,7004,929,4465,1610,3503,3501,173.3,56.9,13.3,23.0,100.1
017151,Pozzolengo,17,3,3577,403,2354,820,1783,1794,203.5,52.0,11.3,22.9,99.4
017152,Pralboino,17,3,2850,373,1766,711,1507,1343,190.6,61.4,13.1,24.9,112.2
017153,Preseglie,17,3,1470,171,914,385,767,703,225.1,60.8,11.6,26.2,109.1
017155,Prevalle,17,3,6902,985,4566,1351,3461,3441,137.2,51.2,14.3,19.6,100.6
017156,Provaglio d'Iseo,17,3,7068,797,4677,1594,3469,3599,200.0,51.1,11.3,22.6,96.4
017157,Provaglio Val Sabbia,17,3,844,70,543,231,436,408,330.0,55.4,8.3,27.4,106.9
017158,Puegnago del Garda,17,3,3478,374,2246,858,1697,1781,229.4,54.9,10.8,24.7,95.3
017159,Quinzano d'Oglio,17,3,6392,758,4127,1507,3224,3168,198.8,54.9,11.9,23.6,101.8
017160,Remedello,17,3,3446,494,2223,729,1744,1702,147.6,55.0,14.3,21.2,102.5
017161,Rezzato,17,3,13592,1663,8540,3389,6717,6875,203.8,59.2,12.2,24.9,97.7
017162,Roccafranca,17,3,4989,785,3245,959,2549,2440,122.2,53.7,15.7,19.2,104.5
017163,Rodengo Saiano,17,3,9868,1249,6632,1987,4803,5065,159.1,48.8,12.7,20.1,94.8
017164,RoÃ¨ Volciano,17,3,4323,423,2850,1050,2101,2222,248.2,51.7,9.8,24.3,94.6
017165,Roncadelle,17,3,9315,1093,6047,2175,4625,4690,199.0,54.0,11.7,23.3,98.6
017166,Rovato,17,3,19746,2925,13087,3734,10125,9621,127.7,50.9,14.8,18.9,105.2
017167,Rudiano,17,3,5910,842,3868,1200,3004,2906,142.5,52.8,14.2,20.3,103.4
017168,Sabbio Chiese,17,3,4093,614,2625,854,2083,2010,139.1,55.9,15.0,20.9,103.6
017169,Sale Marasino,17,3,3238,326,1986,926,1572,1666,284.0,63.0,10.1,28.6,94.4
017170,SalÃ²,17,3,10292,1006,6220,3066,4843,5449,304.8,65.5,9.8,29.8,88.9
017171,San Felice del Benaco,17,3,3468,373,2218,877,1712,1756,235.1,56.4,10.8,25.3,97.5
017172,San Gervasio Bresciano,17,3,2679,424,1791,464,1337,1342,109.4,49.6,15.8,17.3,99.6
017173,San Zeno Naviglio,17,3,4733,555,3101,1077,2318,2415,194.1,52.6,11.7,22.8,96.0
017174,Sarezzo,17,3,13309,1611,8705,2993,6650,6659,185.8,52.9,12.1,22.5,99.9
017175,Saviore dell'Adamello,17,3,787,41,446,300,393,394,731.7,76.5,5.2,38.1,99.7
017176,Sellero,17,3,1380,132,851,397,690,690,300.8,62.2,9.6,28.8,100.0
017177,Seniga,17,3,1447,124,917,406,745,702,327.4,57.8,8.6,28.1,106.1
017178,Serle,17,3,3126,356,1967,803,1551,1575,225.6,58.9,11.4,25.7,98.5
017179,Sirmione,17,3,8454,977,5426,2051,4039,4415,209.9,55.8,11.6,24.3,91.5
017180,Soiano del Lago,17,3,1953,199,1264,490,979,974,246.2,54.5,10.2,25.1,100.5
017181,Sonico,17,3,1186,136,713,337,597,589,247.8,66.3,11.5,28.4,101.4
017182,Sulzano,17,3,1941,233,1253,455,978,963,195.3,54.9,12.0,23.4,101.6
017183,Tavernole sul Mella,17,3,1200,128,711,361,614,586,282.0,68.8,10.7,30.1,104.8
017184,TemÃ¹,17,3,1154,140,699,315,590,564,225.0,65.1,12.1,27.3,104.6
017185,Tignale,17,3,1158,107,693,358,562,596,334.6,67.1,9.2,30.9,94.3
017186,Torbole Casaglia,17,3,6488,811,4347,1330,3258,3230,164.0,49.3,12.5,20.5,100.9
017187,Toscolano-Maderno,17,3,7655,726,4656,2273,3661,3994,313.1,64.4,9.5,29.7,91.7
017188,Travagliato,17,3,14007,1754,9288,2965,6950,7057,169.0,50.8,12.5,21.2,98.5
017189,Tremosine sul Garda,17,3,2141,262,1362,517,1078,1063,197.3,57.2,12.2,24.1,101.4
017190,Trenzano,17,3,5556,769,3631,1156,2811,2745,150.3,53.0,13.8,20.8,102.4
017191,Treviso Bresciano,17,3,522,49,328,145,253,269,295.9,59.1,9.4,27.8,94.1
017192,Urago d'Oglio,17,3,3829,521,2502,806,1992,1837,154.7,53.0,13.6,21.0,108.4
017193,Vallio Terme,17,3,1438,181,932,325,698,740,179.6,54.3,12.6,22.6,94.3
017194,Valvestino,17,3,169,7,98,64,83,86,914.3,72.4,4.1,37.9,96.5
017195,Verolanuova,17,3,8168,946,5159,2063,4104,4064,218.1,58.3,11.6,25.3,101.0
017196,Verolavecchia,17,3,3893,470,2403,1020,2018,1875,217.0,62.0,12.1,26.2,107.6
017197,Vestone,17,3,4143,498,2626,1019,2075,2068,204.6,57.8,12.0,24.6,100.3
017198,Vezza d'Oglio,17,3,1461,182,909,370,724,737,203.3,60.7,12.5,25.3,98.2
017199,Villa Carcina,17,3,10721,1387,6623,2711,5345,5376,195.5,61.9,12.9,25.3,99.4
017200,Villachiara,17,3,1355,148,860,347,691,664,234.5,57.6,10.9,25.6,104.1
017201,Villanuova sul Clisi,17,3,5929,678,3757,1494,2905,3024,220.4,57.8,11.4,25.2,96.1
017202,Vione,17,3,621,61,333,227,305,316,372.1,86.5,9.8,36.6,96.5
017203,Visano,17,3,2020,282,1274,464,1060,960,164.5,58.6,14.0,23.0,110.4
017204,Vobarno,17,3,8485,1181,5330,1974,4359,4126,167.1,59.2,13.9,23.3,105.6
017205,Zone,17,3,1041,74,645,322,521,520,435.1,61.4,7.1,30.9,100.2
017206,Piancogno,17,3,4787,587,3095,1105,2420,2367,188.2,54.7,12.3,23.1,102.2
018001,Alagna,18,3,810,77,550,183,394,416,237.7,47.3,9.5,22.6,94.7
018003,Albonese,18,3,561,58,336,167,271,290,287.9,67.0,10.3,29.8,93.4
018004,Albuzzano,18,3,3667,450,2460,757,1814,1853,168.2,49.1,12.3,20.6,97.9
018005,Arena Po,18,3,1530,160,921,449,755,775,280.6,66.1,10.5,29.3,97.4
018006,Badia Pavese,18,3,408,45,253,110,220,188,244.4,61.3,11.0,27.0,117.0
018007,Bagnaria,18,3,622,35,384,203,301,321,580.0,62.0,5.6,32.6,93.8
018008,Barbianello,18,3,888,109,552,227,444,444,208.3,60.9,12.3,25.6,100.0
018009,BascapÃ¨,18,3,1825,247,1194,384,966,859,155.5,52.8,13.5,21.0,112.5
018011,Bastida Pancarana,18,3,921,95,566,260,471,450,273.7,62.7,10.3,28.2,104.7
018012,Battuda,18,3,635,78,425,132,328,307,169.2,49.4,12.3,20.8,106.8
018013,Belgioioso,18,3,6439,817,4054,1568,3137,3302,191.9,58.8,12.7,24.4,95.0
018014,Bereguardo,18,3,2856,369,1831,656,1442,1414,177.8,56.0,12.9,23.0,102.0
018015,Borgarello,18,3,2829,323,1955,551,1377,1452,170.6,44.7,11.4,19.5,94.8
018016,Borgo Priolo,18,3,1213,102,737,374,625,588,366.7,64.6,8.4,30.8,106.3
018017,Borgoratto Mormorolo,18,3,387,33,249,105,192,195,318.2,55.4,8.5,27.1,98.5
018018,Borgo San Siro,18,3,961,93,607,261,485,476,280.6,58.3,9.7,27.2,101.9
018019,Bornasco,18,3,2656,346,1842,468,1333,1323,135.3,44.2,13.0,17.6,100.8
018020,Bosnasco,18,3,624,61,372,191,317,307,313.1,67.7,9.8,30.6,103.3
018021,Brallo di Pregola,18,3,473,19,219,235,255,218,1236.8,116.0,4.0,49.7,117.0
018022,Breme,18,3,725,63,424,238,372,353,377.8,71.0,8.7,32.8,105.4
018023,Bressana Bottarone,18,3,3482,401,2189,892,1722,1760,222.4,59.1,11.5,25.6,97.8
018024,Broni,18,3,10164,1298,6426,2440,4988,5176,188.0,58.2,12.8,24.0,96.4
018025,Calvignano,18,3,112,11,60,41,54,58,372.7,86.7,9.8,36.6,93.1
018026,Campospinoso Albaredo,18,3,1333,176,810,347,659,674,197.2,64.6,13.2,26.0,97.8
018027,Candia Lomellina,18,3,1562,143,990,429,837,725,300.0,57.8,9.2,27.5,115.4
018029,Canneto Pavese,18,3,1285,134,767,384,646,639,286.6,67.5,10.4,29.9,101.1
018030,Carbonara al Ticino,18,3,1418,150,912,356,695,723,237.3,55.5,10.6,25.1,96.1
018031,Casanova Lonati,18,3,452,43,276,133,232,220,309.3,63.8,9.5,29.4,105.5
018032,Casatisma,18,3,855,115,509,231,419,436,200.9,68.0,13.5,27.0,96.1
018033,Casei Gerola,18,3,2307,243,1357,707,1162,1145,290.9,70.0,10.5,30.6,101.5
018034,Casorate Primo,18,3,9190,1205,5863,2122,4607,4583,176.1,56.7,13.1,23.1,100.5
018035,Cassolnovo,18,3,6747,759,4324,1664,3380,3367,219.2,56.0,11.2,24.7,100.4
018036,Castana,18,3,707,58,403,246,343,364,424.1,75.4,8.2,34.8,94.2
018037,Casteggio,18,3,6363,620,3846,1897,3061,3302,306.0,65.4,9.7,29.8,92.7
018038,Castelletto di Branduzzo,18,3,1056,114,656,286,549,507,250.9,61.0,10.8,27.1,108.3
018039,Castello d'Agogna,18,3,1079,131,684,264,563,516,201.5,57.7,12.1,24.5,109.1
018040,Castelnovetto,18,3,546,45,339,162,275,271,360.0,61.1,8.2,29.7,101.5
018041,Cava Manara,18,3,6684,698,4237,1749,3231,3453,250.6,57.8,10.4,26.2,93.6
018042,Cecima,18,3,254,26,142,86,128,126,330.8,78.9,10.2,33.9,101.6
018043,Ceranova,18,3,2363,342,1646,375,1201,1162,109.6,43.6,14.5,15.9,103.4
018044,Ceretto Lomellina,18,3,188,17,111,60,95,93,352.9,69.4,9.0,31.9,102.2
018045,Cergnago,18,3,648,50,391,207,332,316,414.0,65.7,7.7,31.9,105.1
018046,Certosa di Pavia,18,3,5623,693,3815,1115,2866,2757,160.9,47.4,12.3,19.8,104.0
018047,Cervesina,18,3,1103,96,667,340,515,588,354.2,65.4,8.7,30.8,87.6
018048,Chignolo Po,18,3,4048,480,2674,894,2041,2007,186.3,51.4,11.9,22.1,101.7
018049,Cigognola,18,3,1308,157,749,402,639,669,256.1,74.6,12.0,30.7,95.5
018050,Cilavegna,18,3,5438,587,3411,1440,2658,2780,245.3,59.4,10.8,26.5,95.6
018051,Codevilla,18,3,915,64,561,290,433,482,453.1,63.1,7.0,31.7,89.8
018052,Confienza,18,3,1546,147,963,436,774,772,296.6,60.5,9.5,28.2,100.3
018053,Copiano,18,3,1784,200,1139,445,908,876,222.5,56.6,11.2,24.9,103.7
018054,Corana,18,3,745,78,438,229,380,365,293.6,70.1,10.5,30.7,104.1
018057,Corvino San Quirico,18,3,960,67,572,321,464,496,479.1,67.8,7.0,33.4,93.5
018058,Costa de' Nobili,18,3,358,37,228,93,192,166,251.4,57.0,10.3,26.0,115.7
018059,Cozzo,18,3,358,20,227,111,201,157,555.0,57.7,5.6,31.0,128.0
018060,Cura Carpignano,18,3,5080,692,3543,845,2476,2604,122.1,43.4,13.6,16.6,95.1
018061,Dorno,18,3,4608,481,2939,1188,2283,2325,247.0,56.8,10.4,25.8,98.2
018062,Ferrera Erbognone,18,3,1112,134,703,275,581,531,205.2,58.2,12.1,24.7,109.4
018063,Filighera,18,3,812,86,490,236,411,401,274.4,65.7,10.6,29.1,102.5
018064,Fortunago,18,3,367,30,207,130,189,178,433.3,77.3,8.2,35.4,106.2
018065,Frascarolo,18,3,1075,94,621,360,532,543,383.0,73.1,8.7,33.5,98.0
018066,Galliavola,18,3,171,9,101,61,83,88,677.8,69.3,5.3,35.7,94.3
018067,Gambarana,18,3,174,12,95,67,88,86,558.3,83.2,6.9,38.5,102.3
018068,GambolÃ²,18,3,9813,1056,6362,2395,4869,4944,226.8,54.2,10.8,24.4,98.5
018069,Garlasco,18,3,9665,1053,5985,2627,4697,4968,249.5,61.5,10.9,27.2,94.5
018071,Gerenzago,18,3,1503,194,1029,280,758,745,144.3,46.1,12.9,18.6,101.7
018072,Giussago,18,3,5385,724,3589,1072,2736,2649,148.1,50.0,13.4,19.9,103.3
018073,Godiasco Salice Terme,18,3,3294,289,2044,961,1586,1708,332.5,61.2,8.8,29.2,92.9
018074,Golferenzo,18,3,162,12,94,56,89,73,466.7,72.3,7.4,34.6,121.9
018075,Gravellona Lomellina,18,3,2696,358,1721,617,1342,1354,172.3,56.7,13.3,22.9,99.1
018076,Gropello Cairoli,18,3,4362,484,2691,1187,2130,2232,245.2,62.1,11.1,27.2,95.4
018077,Inverno e Monteleone,18,3,1493,199,928,366,758,735,183.9,60.9,13.3,24.5,103.1
018078,Landriano,18,3,6551,931,4287,1333,3293,3258,143.2,52.8,14.2,20.3,101.1
018079,Langosco,18,3,365,36,216,113,181,184,313.9,69.0,9.9,31.0,98.4
018080,Lardirago,18,3,1163,119,737,307,613,550,258.0,57.8,10.2,26.4,111.5
018081,Linarolo,18,3,2797,338,1848,611,1388,1409,180.8,51.4,12.1,21.8,98.5
018082,Lirio,18,3,122,11,75,36,63,59,327.3,62.7,9.0,29.5,106.8
018083,Lomello,18,3,2010,174,1211,625,969,1041,359.2,66.0,8.7,31.1,93.1
018084,Lungavilla,18,3,2407,260,1501,646,1155,1252,248.5,60.4,10.8,26.8,92.3
018085,Magherno,18,3,1798,209,1143,446,893,905,213.4,57.3,11.6,24.8,98.7
018086,Marcignago,18,3,2455,262,1615,578,1247,1208,220.6,52.0,10.7,23.5,103.2
018087,Marzano,18,3,1804,232,1256,316,949,855,136.2,43.6,12.9,17.5,111.0
018088,Mede,18,3,6102,634,3698,1770,2958,3144,279.2,65.0,10.4,29.0,94.1
018089,Menconico,18,3,326,23,168,135,170,156,587.0,94.0,7.1,41.4,109.0
018090,Mezzana Bigli,18,3,1061,115,612,334,525,536,290.4,73.4,10.8,31.5,97.9
018091,Mezzana Rabattone,18,3,457,38,275,144,225,232,378.9,66.2,8.3,31.5,97.0
018092,Mezzanino,18,3,1405,110,891,404,708,697,367.3,57.7,7.8,28.8,101.6
018093,Miradolo Terme,18,3,3909,478,2537,894,1992,1917,187.0,54.1,12.2,22.9,103.9
018094,Montalto Pavese,18,3,804,70,498,236,419,385,337.1,61.4,8.7,29.4,108.8
018095,Montebello della Battaglia,18,3,1437,109,872,456,733,704,418.3,64.8,7.6,31.7,104.1
018096,Montecalvo Versiggia,18,3,478,41,295,142,241,237,346.3,62.0,8.6,29.7,101.7
018097,Montescano,18,3,439,56,269,114,209,230,203.6,63.2,12.8,26.0,90.9
018098,Montesegale,18,3,239,13,145,81,121,118,623.1,64.8,5.4,33.9,102.5
018099,Monticelli Pavese,18,3,662,58,414,190,327,335,327.6,59.9,8.8,28.7,97.6
018100,MontÃ¹ Beccaria,18,3,1642,156,1054,432,818,824,276.9,55.8,9.5,26.3,99.3
018101,Mornico Losana,18,3,605,51,363,191,303,302,374.5,66.7,8.4,31.6,100.3
018102,Mortara,18,3,15934,1864,10173,3897,7841,8093,209.1,56.6,11.7,24.5,96.9
018103,Nicorvo,18,3,288,20,178,90,143,145,450.0,61.8,6.9,31.3,98.6
018104,Olevano di Lomellina,18,3,723,79,442,202,360,363,255.7,63.6,10.9,27.9,99.2
018105,Oliva Gessi,18,3,163,6,93,64,82,81,1066.7,75.3,3.7,39.3,101.2
018106,Ottobiano,18,3,1083,106,705,272,532,551,256.6,53.6,9.8,25.1,96.6
018107,Palestro,18,3,1895,207,1133,555,942,953,268.1,67.3,10.9,29.3,98.8
018108,Pancarana,18,3,331,33,203,95,165,166,287.9,63.1,10.0,28.7,99.4
018109,Parona,18,3,1858,200,1191,467,939,919,233.5,56.0,10.8,25.1,102.2
018110,Pavia,18,3,71811,7530,45493,18788,34577,37234,249.5,57.9,10.5,26.2,92.9
018111,Pietra de' Giorgi,18,3,777,71,500,206,395,382,290.1,55.4,9.1,26.5,103.4
018112,Pieve Albignola,18,3,792,59,504,229,398,394,388.1,57.1,7.4,28.9,101.0
018113,Pieve del Cairo,18,3,1802,158,1044,600,879,923,379.7,72.6,8.8,33.3,95.2
018114,Pieve Porto Morone,18,3,2730,321,1682,727,1403,1327,226.5,62.3,11.8,26.6,105.7
018115,Pinarolo Po,18,3,1654,167,1036,451,806,848,270.1,59.7,10.1,27.3,95.0
018116,Pizzale,18,3,670,56,425,189,337,333,337.5,57.6,8.4,28.2,101.2
018117,Ponte Nizza,18,3,740,59,407,274,369,371,464.4,81.8,8.0,37.0,99.5
018118,Portalbera,18,3,1480,165,961,354,728,752,214.5,54.0,11.1,23.9,96.8
018119,Rea,18,3,395,36,242,117,183,212,325.0,63.2,9.1,29.6,86.3
018120,Redavalle,18,3,1050,113,636,301,548,502,266.4,65.1,10.8,28.7,109.2
018121,Retorbido,18,3,1511,181,949,381,709,802,210.5,59.2,12.0,25.2,88.4
018122,Rivanazzano Terme,18,3,5150,522,3249,1379,2495,2655,264.2,58.5,10.1,26.8,94.0
018123,Robbio,18,3,6016,648,3671,1697,2965,3051,261.9,63.9,10.8,28.2,97.2
018124,Robecco Pavese,18,3,510,42,304,164,257,253,390.5,67.8,8.2,32.2,101.6
018125,Rocca de' Giorgi,18,3,37,10,24,3,18,19,30.0,54.2,27.0,8.1,94.7
018126,Rocca Susella,18,3,239,21,135,83,121,118,395.2,77.0,8.8,34.7,102.5
018127,Rognano,18,3,708,91,515,102,348,360,112.1,37.5,12.9,14.4,96.7
018128,Romagnese,18,3,528,20,247,261,276,252,1305.0,113.8,3.8,49.4,109.5
018129,Roncaro,18,3,1533,223,1029,281,770,763,126.0,49.0,14.5,18.3,100.9
018130,Rosasco,18,3,560,46,349,165,279,281,358.7,60.5,8.2,29.5,99.3
018131,Rovescala,18,3,810,89,473,248,404,406,278.7,71.2,11.0,30.6,99.5
018133,San Cipriano Po,18,3,455,54,308,93,235,220,172.2,47.7,11.9,20.4,106.8
018134,San Damiano al Colle,18,3,600,48,353,199,311,289,414.6,70.0,8.0,33.2,107.6
018135,San Genesio ed Uniti,18,3,4053,489,2508,1056,1958,2095,216.0,61.6,12.1,26.1,93.5
018136,San Giorgio di Lomellina,18,3,986,76,597,313,511,475,411.8,65.2,7.7,31.7,107.6
018137,San Martino Siccomario,18,3,6666,711,4342,1613,3316,3350,226.9,53.5,10.7,24.2,99.0
018138,Sannazzaro de' Burgondi,18,3,5230,542,3241,1447,2644,2586,267.0,61.4,10.4,27.7,102.2
018139,Santa Cristina e Bissone,18,3,1848,197,1177,474,952,896,240.6,57.0,10.7,25.6,106.3
018140,Santa Giuletta,18,3,1585,189,946,450,776,809,238.1,67.5,11.9,28.4,95.9
018141,Sant'Alessio con Vialone,18,3,1058,181,701,176,547,511,97.2,50.9,17.1,16.6,107.0
018142,Santa Margherita di Staffora,18,3,424,17,205,202,223,201,1188.2,106.8,4.0,47.6,110.9
018143,Santa Maria della Versa,18,3,2275,239,1405,631,1133,1142,264.0,61.9,10.5,27.7,99.2
018144,Sant'Angelo Lomellina,18,3,803,82,520,201,413,390,245.1,54.4,10.2,25.0,105.9
018145,San Zenone al Po,18,3,576,53,371,152,298,278,286.8,55.3,9.2,26.4,107.2
018146,Sartirana Lomellina,18,3,1491,126,860,505,722,769,400.8,73.4,8.5,33.9,93.9
018147,Scaldasole,18,3,853,84,540,229,414,439,272.6,58.0,9.8,26.8,94.3
018148,Semiana,18,3,192,9,114,69,97,95,766.7,68.4,4.7,35.9,102.1
018149,Silvano Pietra,18,3,622,65,366,191,314,308,293.8,69.9,10.5,30.7,101.9
018150,Siziano,18,3,6921,961,4567,1393,3445,3476,145.0,51.5,13.9,20.1,99.1
018151,Sommo,18,3,1117,110,730,277,572,545,251.8,53.0,9.8,24.8,105.0
018152,Spessa,18,3,567,62,355,150,271,296,241.9,59.7,10.9,26.5,91.6
018153,Stradella,18,3,11729,1356,7411,2962,5749,5980,218.4,58.3,11.6,25.3,96.1
018154,Suardi,18,3,573,49,342,182,293,280,371.4,67.5,8.6,31.8,104.6
018155,Torrazza Coste,18,3,1602,143,1008,451,802,800,315.4,58.9,8.9,28.2,100.3
018156,Torre Beretti e Castellaro,18,3,489,50,316,123,253,236,246.0,54.7,10.2,25.2,107.2
018157,Torre d'Arese,18,3,942,123,670,149,501,441,121.1,40.6,13.1,15.8,113.6
018158,Torre de' Negri,18,3,332,25,206,101,156,176,404.0,61.2,7.5,30.4,88.6
018159,Torre d'Isola,18,3,2497,297,1661,539,1242,1255,181.5,50.3,11.9,21.6,99.0
018160,Torrevecchia Pia,18,3,3539,492,2383,664,1822,1717,135.0,48.5,13.9,18.8,106.1
018161,Torricella Verzate,18,3,796,68,486,242,387,409,355.9,63.8,8.5,30.4,94.6
018162,TravacÃ² Siccomario,18,3,4427,489,2785,1153,2150,2277,235.8,59.0,11.0,26.0,94.4
018163,Trivolzio,18,3,2494,337,1681,476,1266,1228,141.2,48.4,13.5,19.1,103.1
018164,Tromello,18,3,3772,431,2419,922,1864,1908,213.9,55.9,11.4,24.4,97.7
018165,Trovo,18,3,1000,117,706,177,519,481,151.3,41.6,11.7,17.7,107.9
018166,Val di Nizza,18,3,571,50,309,212,296,275,424.0,84.8,8.8,37.1,107.6
018167,Valeggio,18,3,192,14,124,54,104,88,385.7,54.8,7.3,28.1,118.2
018168,Valle Lomellina,18,3,2229,251,1378,600,1149,1080,239.0,61.8,11.3,26.9,106.4
018169,Valle Salimbene,18,3,1425,126,899,400,713,712,317.5,58.5,8.8,28.1,100.1
018171,Varzi,18,3,3073,272,1757,1044,1520,1553,383.8,74.9,8.9,34.0,97.9
018172,Velezzo Lomellina,18,3,82,7,39,36,42,40,514.3,110.3,8.5,43.9,105.0
018173,Vellezzo Bellini,18,3,3528,500,2329,699,1781,1747,139.8,51.5,14.2,19.8,101.9
018174,Verretto,18,3,380,45,236,99,192,188,220.0,61.0,11.8,26.1,102.1
018175,Verrua Po,18,3,1213,100,744,369,598,615,369.0,63.0,8.2,30.4,97.2
018176,Vidigulfo,18,3,6821,944,4643,1234,3405,3416,130.7,46.9,13.8,18.1,99.7
018177,Vigevano,18,3,63480,7721,39901,15858,31008,32472,205.4,59.1,12.2,25.0,95.5
018178,Villa Biscossi,18,3,68,6,43,19,35,33,316.7,58.1,8.8,27.9,106.1
018179,Villanova d'Ardenghi,18,3,762,83,480,199,385,377,239.8,58.8,10.9,26.1,102.1
018180,Villanterio,18,3,3441,412,2246,783,1750,1691,190.0,53.2,12.0,22.8,103.5
018181,Vistarino,18,3,1595,189,1100,306,818,777,161.9,45.0,11.8,19.2,105.3
018182,Voghera,18,3,40220,4440,24933,10847,19732,20488,244.3,61.3,11.0,27.0,96.3
018183,Volpara,18,3,131,6,88,37,73,58,616.7,48.9,4.6,28.2,125.9
018184,Zavattarello,18,3,881,74,485,322,431,450,435.1,81.6,8.4,36.5,95.8
018185,Zeccone,18,3,1717,201,1155,361,856,861,179.6,48.7,11.7,21.0,99.4
018186,Zeme,18,3,983,80,612,291,523,460,363.8,60.6,8.1,29.6,113.7
018187,Zenevredo,18,3,481,51,302,128,236,245,251.0,59.3,10.6,26.6,96.3
018188,Zerbo,18,3,407,34,243,130,201,206,382.4,67.5,8.4,31.9,97.6
018189,ZerbolÃ²,18,3,1714,218,1089,407,866,848,186.7,57.4,12.7,23.7,102.1
018190,Zinasco,18,3,3191,375,2035,781,1587,1604,208.3,56.8,11.8,24.5,98.9
018191,Cornale e Bastida,18,3,785,82,452,251,397,388,306.1,73.7,10.4,32.0,102.3
018192,Corteolona e Genzone,18,3,2572,328,1620,624,1276,1296,190.2,58.8,12.8,24.3,98.5
018193,Colli Verdi,18,3,968,66,507,395,503,465,598.5,90.9,6.8,40.8,108.2
019001,Acquanegra Cremonese,19,3,1167,128,730,309,583,584,241.4,59.9,11.0,26.5,99.8
019002,Agnadello,19,3,3963,508,2704,751,1983,1980,147.8,46.6,12.8,19.0,100.2
019003,Annicco,19,3,1980,223,1220,537,999,981,240.8,62.3,11.3,27.1,101.8
019004,Azzanello,19,3,631,65,382,184,317,314,283.1,65.2,10.3,29.2,101.0
019005,Bagnolo Cremasco,19,3,5115,639,3222,1254,2569,2546,196.2,58.8,12.5,24.5,100.9
019006,Bonemerse,19,3,1434,156,910,368,702,732,235.9,57.6,10.9,25.7,95.9
019007,Bordolano,19,3,602,76,356,170,322,280,223.7,69.1,12.6,28.2,115.0
019009,Calvatone,19,3,1130,131,695,304,594,536,232.1,62.6,11.6,26.9,110.8
019010,Camisano,19,3,1253,130,809,314,633,620,241.5,54.9,10.4,25.1,102.1
019011,Campagnola Cremasca,19,3,649,59,439,151,319,330,255.9,47.8,9.1,23.3,96.7
019012,Capergnanica,19,3,2150,220,1414,516,1104,1046,234.5,52.1,10.2,24.0,105.5
019013,Cappella Cantone,19,3,538,66,328,144,271,267,218.2,64.0,12.3,26.8,101.5
019014,Cappella de' Picenardi,19,3,422,66,260,96,232,190,145.5,62.3,15.6,22.7,122.1
019015,Capralba,19,3,2293,241,1436,616,1162,1131,255.6,59.7,10.5,26.9,102.7
019016,Casalbuttano ed Uniti,19,3,3796,386,2270,1140,1911,1885,295.3,67.2,10.2,30.0,101.4
019017,Casale Cremasco-Vidolasco,19,3,1815,226,1211,378,948,867,167.3,49.9,12.5,20.8,109.3
019018,Casaletto Ceredano,19,3,1171,128,743,300,594,577,234.4,57.6,10.9,25.6,102.9
